,Name,Department,Employees,Type,Age,Locations,Reviews,Salaries,Interviews,Jobs,Benefits
217,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
218,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
219,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
220,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
221,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
222,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
223,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
224,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
225,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
226,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
227,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
228,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
229,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
230,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
231,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
232,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
233,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
234,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
235,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
236,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
237,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
238,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
239,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
240,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
241,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
242,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
243,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
244,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
245,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
246,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
247,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
248,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
249,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
250,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
251,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
252,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
253,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
254,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
255,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
256,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
257,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
258,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
259,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
260,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
261,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
262,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
263,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
264,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
265,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
266,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
267,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
268,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
269,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
270,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
271,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
272,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
273,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
274,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
275,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
276,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
277,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
278,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
279,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
280,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
281,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
282,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
283,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
284,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
285,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
286,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
287,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
288,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
289,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
290,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
291,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
292,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
293,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
294,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
295,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
296,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
297,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
298,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
299,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
300,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
301,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
302,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
303,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
304,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
305,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
306,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
307,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
308,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
309,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
310,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
311,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
312,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
313,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
314,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
315,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
316,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
317,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
318,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
319,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
320,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
321,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
322,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
323,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
324,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
325,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
326,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
327,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
328,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
329,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
330,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
331,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
332,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
333,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
334,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
335,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
336,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
337,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
338,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
339,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
340,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
341,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
342,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
343,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
344,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
345,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
346,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
347,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
348,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
349,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
350,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
351,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
352,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
353,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
354,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
355,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
356,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
357,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
358,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
359,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
360,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
361,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
362,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
363,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
364,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
365,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
366,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
367,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
368,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
369,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
370,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
371,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
372,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
373,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
374,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
375,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
376,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
377,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
378,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
379,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
380,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
381,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
382,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
383,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
384,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
385,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
386,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
387,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
388,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
389,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
390,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
391,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
392,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
393,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
394,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
395,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
396,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
397,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
398,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
399,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
400,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
401,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
402,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
403,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
404,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
405,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
406,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
407,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
408,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
409,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
410,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
411,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
412,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
413,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
414,Amazon,Internet ,1 Lakh+, Public ,30, Seattle +456 more,21.9k,1.3L,4.2k,149,4.3k
415,Jio,Telecom ,50k-1 Lakh, Public ,6, Navi Mumbai +1184 more,20.6k,65.3k,1.4k,111,2.6k
416,IBM,IT Services & Consulting ,1 Lakh+, Public ,113, Armonk +149 more,20.1k,2.2L,2k,3.5k,2.8k
417,Reliance Retail,Retail ,1 Lakh+,, 18 years old , Navi Mumbai +1022 more,19.8k,63k,1.3k,145,2k
418,HDB Financial Services,NBFC ,1 Lakh+,, 17 years old , Ahmedabad +968 more,18.3k,49.2k,693,108,1.5k
419,iEnergizer,BPO ,10k-50k,, 24 years old , Noida +31 more,16.9k,19.3k,393,79,541
420,TCS,IT Services & Consulting ,1 Lakh+, Public ,56, Mumbai +350 more,77.9k,8.7L,8.4k,961,11.7k
421,Accenture,IT Services & Consulting ,1 Lakh+, Public ,35, Dublin +182 more,48.6k,5.9L,6.1k,24.4k,7.2k
422,Cognizant,IT Services & Consulting ,1 Lakh+, Forbes Global 2000 ,30, Teaneck. New Jersey. +179 more,43.9k,5.8L,4.7k,564,5.9k
423,Wipro,IT Services & Consulting ,1 Lakh+, Public ,79, Bangalore/Bengaluru +278 more,41.7k,4.4L,4.6k,1.1k,5.1k
424,Capgemini,IT Services & Consulting ,1 Lakh+, Public ,57, Paris +145 more,36k,4.3L,3.9k,801,4.1k
425,HDFC Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1567 more,34.9k,1.3L,1.9k,210,3.3k
426,ICICI Bank,Banking ,1 Lakh+, Public ,30, Mumbai +1306 more,34.5k,1.5L,2.2k,53,3.8k
427,Infosys,IT Services & Consulting ,1 Lakh+, Public ,43, Bengaluru/Bangalore +183 more,33.8k,4.7L,6.2k,1.3k,5.2k
428,HCLTech,IT Services & Consulting ,1 Lakh+, Public ,33, Noida +184 more,30.4k,3.1L,3.2k,230,4.1k
429,Tech Mahindra,IT Services & Consulting ,1 Lakh+, Public ,38, Pune +276 more,28.7k,2.6L,3k,876,3.6k
430,Genpact,IT Services & Consulting ,1 Lakh+, Public ,27, New York +120 more,27.2k,2L,2.5k,439,3.7k
431,Teleperformance,BPO ,50k-1 Lakh, Forbes Global 2000 ,46, Paris +194 more,23.8k,86.9k,1.5k,76,2.1k
432,Axis Bank,Banking ,50k-1 Lakh, Public ,31, Mumbai +1330 more,22.7k,98.2k,1.3k,280,2.2k
433,Concentrix Corporation,BPO ,50k-1 Lakh, Public ,41, Fremont +119 more,22.1k,1.1L,1.4k,64,3.3k
